id,user_id,amount,rebate_rate,type,reference_type,reference_id,available,reason,base_rate,staking_rate,subscription_plan,exchange_rate_id,fiat_amount_rewarded,approved_by,createdAt,updatedAt,contis_transaction,fiat_transaction
c6deea95-7dd3-4887-ba17-547d4b40b8fd,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.09038461,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions_partial,a299489c-ce6e-40ba-a6d7-026a90e4a510,False,,3,2,premium,100557f7-4a88-4558-8583-a1f89cca8205,798.0,,2024-03-25T06:43:56.272Z,2024-03-25T06:43:56.272Z,,
a299489c-ce6e-40ba-a6d7-026a90e4a510,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,2.26244343,0,DAILY_REBATE_DISTRIBUTION,perk_830246_reward,3e02ef10-9f41-4fd5-9dd1-5b03c455bd96,False,,0,0,,100557f7-4a88-4558-8583-a1f89cca8205,1000.0,,2024-03-25T06:43:56.024Z,2024-03-25T06:43:56.024Z,,"{'id': '3e02ef10-9f41-4fd5-9dd1-5b03c455bd96', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-17.99', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': '0881d174-87a4-430b-88fb-bc81be1df3b7', 'transaction_id': 'T210YF8DJC', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-23T23:38:39.009Z', 'plu_amount': '2.35282804', 'plu_rewarded_at': '2024-03-25T06:43:56.272Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-25T06:43:56.353Z', 'clean_description': 'Curve Subscription', 'merchant_detail_id': 'mrc_Pm4ACNmC7hxgXUWkRowK2b', 'created_at': '2024-03-25T05:36:39.507Z', 'updated_at': '2024-03-25T05:36:39.507Z', 'card_transactions': {'id': '0881d174-87a4-430b-88fb-bc81be1df3b7', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16583247', 'billing_amount': '17.99', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CURVE SUBSCRIPTION', 'mcc': 5817, 'clean_description': 'Curve Subscription', 'merchant_detail_id': 'mrc_Pm4ACNmC7hxgXUWkRowK2b', 'api_response': {'CardId': 'V21003T77W', 'EventId': 'a9765fee-d260-40b1-b1e6-66b5b9e6edfa', 'OrderId': '16583247', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-23T23:38:38+0000', 'ActivityId': 'X2100RHNBG', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CURVE SUBSCRIPTION', 'BillingAmount': '17.99', 'VerifiedBy3DS': 'false', 'MCC': '5817', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '17.99', 'ActivityCreatedDate': '2024-03-23T23:38:38+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_RECURRING', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_Pm4ACNmC7hxgXUWkRowK2b', 'cleanDescription': 'Curve Subscription', 'merchantName': 'Curve', 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_Pm4ACNmC7hxgXUWkRowK2b.png', 'merchantUrl': 'https://www.curve.com/'}}, 'created_at': '2024-03-23T23:38:39.009Z', 'updated_at': '2024-03-23T23:38:39.009Z'}}"
24c0fd4f-3850-4983-aba1-295b7b9210ad,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,5.21,0,REBATE_BONUS,manual_reward,,True,3 Month Premium PROMO,0,0,,,,,2024-03-22T17:40:56.890Z,2024-03-22T17:40:56.890Z,,
3c2fe1f5-c9e1-46e1-941f-00f120abf2d2,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.30455426,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,fda003db-154a-47e6-8d24-21ab43317814,False,,3,2,premium,d1da6d82-ae3b-468a-aa4d-e0b5c668f25a,3143.0,,2024-03-19T06:20:47.865Z,2024-03-19T06:20:47.865Z,,"{'id': 'fda003db-154a-47e6-8d24-21ab43317814', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-31.43', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': '6c5579df-c838-4a3b-96dd-0381e5a043f3', 'transaction_id': 'T210YADRJ7', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-17T18:49:01.635Z', 'plu_amount': '0.30455426', 'plu_rewarded_at': '2024-03-19T06:20:47.865Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-19T06:20:47.906Z', 'clean_description': 'Pizza Hut Aipc Hig', 'merchant_detail_id': 'mrc_Kq9orTh9ATY4o26gtfiFGP', 'created_at': '2024-03-19T05:50:38.903Z', 'updated_at': '2024-03-19T05:50:38.903Z', 'card_transactions': {'id': '6c5579df-c838-4a3b-96dd-0381e5a043f3', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16368337', 'billing_amount': '31.43', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*PIZZA HUT AIPC HIG', 'mcc': 5812, 'clean_description': 'Pizza Hut Aipc Hig', 'merchant_detail_id': 'mrc_Kq9orTh9ATY4o26gtfiFGP', 'api_response': {'CardId': 'V21003T77W', 'EventId': '289a3880-d29f-47bf-97f7-bb0882291100', 'OrderId': '16368337', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-17T18:49:01+0000', 'ActivityId': 'X2100R6YJ4', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*PIZZA HUT AIPC HIG', 'BillingAmount': '31.43', 'VerifiedBy3DS': 'false', 'MCC': '5812', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '31.43', 'ActivityCreatedDate': '2024-03-17T18:49:01+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_Kq9orTh9ATY4o26gtfiFGP', 'cleanDescription': 'Pizza Hut Aipc Hig', 'merchantName': 'Pizza Hut', 'merchantCategories': ['eating_places_restaurants'], 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_Kq9orTh9ATY4o26gtfiFGP.png', 'merchantLogo': 'https://storage.googleapis.com/heron-merchant-assets/logos/mrc_Kq9orTh9ATY4o26gtfiFGP.svg', 'merchantUrl': 'https://www.pizzahut.com/index.php'}}, 'created_at': '2024-03-17T18:49:01.635Z', 'updated_at': '2024-03-17T18:49:01.635Z'}}"
bcc75323-94e8-472b-9feb-d09f89405b7c,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.14793814,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,030b3eba-0aaf-4b33-861f-a2c93109e204,False,,3,2,premium,a3c11b36-1ff7-40b3-b372-4eb646640989,1435.0,,2024-03-19T06:20:47.630Z,2024-03-19T06:20:47.630Z,,"{'id': '030b3eba-0aaf-4b33-861f-a2c93109e204', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-14.35', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': 'acd5132e-5a78-4dd3-8808-3e5f5d8a6b31', 'transaction_id': 'T210YADRJ8', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-17T08:36:04.008Z', 'plu_amount': '0.14793814', 'plu_rewarded_at': '2024-03-19T06:20:47.630Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-19T06:20:47.673Z', 'clean_description': 'Sn Gat Airport Sst', 'merchant_detail_id': None, 'created_at': '2024-03-19T05:50:38.970Z', 'updated_at': '2024-03-19T05:50:38.970Z', 'card_transactions': {'id': 'acd5132e-5a78-4dd3-8808-3e5f5d8a6b31', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16350724', 'billing_amount': '14.35', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*SN Gat Airport SST', 'mcc': 4112, 'clean_description': 'Sn Gat Airport Sst', 'merchant_detail_id': None, 'api_response': {'CardId': 'V21003T77W', 'EventId': 'ea462c55-1790-46ff-9b0d-a493cc8f346b', 'OrderId': '16350724', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-17T08:36:03+0000', 'ActivityId': 'X2100R6F8V', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*SN Gat Airport SST', 'BillingAmount': '14.35', 'VerifiedBy3DS': 'false', 'MCC': '4112', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '14.35', 'ActivityCreatedDate': '2024-03-17T08:36:03+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': '', 'cleanDescription': 'Sn Gat Airport Sst', 'merchantName': ''}}, 'created_at': '2024-03-17T08:36:04.008Z', 'updated_at': '2024-03-17T08:36:04.008Z'}}"
a01090ad-174c-49ef-9a0e-4b87e5badbdd,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.07535641,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,32f63642-f1c7-4af7-8753-5deb8ee8dd7d,False,,3,2,premium,b0176db9-0035-43b4-ba66-227f13dfc5dc,740.0,,2024-03-19T06:20:47.462Z,2024-03-19T06:20:47.462Z,,"{'id': '32f63642-f1c7-4af7-8753-5deb8ee8dd7d', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-7.40', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': '874909e0-74ef-4da9-8144-e8daa0e61b79', 'transaction_id': 'T210YADRJ9', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-17T11:45:24.144Z', 'plu_amount': '0.07535641', 'plu_rewarded_at': '2024-03-19T06:20:47.462Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-19T06:20:47.504Z', 'clean_description': 'M S Simply Food Ss', 'merchant_detail_id': None, 'created_at': '2024-03-19T05:50:39.045Z', 'updated_at': '2024-03-19T05:50:39.045Z', 'card_transactions': {'id': '874909e0-74ef-4da9-8144-e8daa0e61b79', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16355765', 'billing_amount': '7.40', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*M S SIMPLY FOOD SS', 'mcc': 5499, 'clean_description': 'M S Simply Food Ss', 'merchant_detail_id': None, 'api_response': {'CardId': 'V21003T77W', 'EventId': '61e8608c-5847-431e-af97-335dfc036312', 'OrderId': '16355765', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-17T11:45:24+0000', 'ActivityId': 'X2100R6KXC', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*M S SIMPLY FOOD SS', 'BillingAmount': '7.40', 'VerifiedBy3DS': 'false', 'MCC': '5499', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '7.40', 'ActivityCreatedDate': '2024-03-17T11:45:24+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': '', 'cleanDescription': 'M S Simply Food Ss', 'merchantName': ''}}, 'created_at': '2024-03-17T11:45:24.144Z', 'updated_at': '2024-03-17T11:45:24.144Z'}}"
245ca1ed-8af6-4a4c-9a15-62acdf260f29,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.57915057,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,15996a4b-87c6-47c6-b855-419b477a1c87,False,,3,2,premium,bcd2d663-d4ea-4b6b-8ed9-f6c3aa0834d2,6000.0,,2024-03-19T06:20:47.065Z,2024-03-19T06:20:47.065Z,,"{'id': '15996a4b-87c6-47c6-b855-419b477a1c87', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-60.00', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': 'b456f404-4b64-43d4-9a2e-a81f50c83b98', 'transaction_id': 'T210YADRJA', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-17T17:38:14.066Z', 'plu_amount': '0.57915057', 'plu_rewarded_at': '2024-03-19T06:20:47.065Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-19T06:20:47.307Z', 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'created_at': '2024-03-19T05:50:39.144Z', 'updated_at': '2024-03-19T05:50:39.144Z', 'card_transactions': {'id': 'b456f404-4b64-43d4-9a2e-a81f50c83b98', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16366616', 'billing_amount': '60.00', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*adidas UK Limited', 'mcc': 5999, 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'api_response': {'CardId': 'V21003T77W', 'EventId': '7a89e6a3-fc37-40cd-bab7-ae4b5b3a89f6', 'OrderId': '16366616', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-17T17:38:13+0000', 'ActivityId': 'X2100R6WYJ', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*adidas UK Limited', 'BillingAmount': '60.00', 'VerifiedBy3DS': 'false', 'MCC': '5999', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '60.00', 'ActivityCreatedDate': '2024-03-17T17:38:13+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'cleanDescription': 'Adidas UK Limited', 'merchantName': 'Adidas', 'merchantCategories': ['sports_and_riding_apparel_stores'], 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.png', 'merchantLogo': 'https://storage.googleapis.com/heron-merchant-assets/logos/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.svg', 'merchantUrl': 'https://www.adidas.com/'}}, 'created_at': '2024-03-17T17:38:14.066Z', 'updated_at': '2024-03-17T17:38:14.066Z'}}"
d4cc0241-a562-41fd-8367-d52f100efa3a,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.78431372,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,b134a25f-1bf8-43f1-93a8-6eafd99b0322,False,,3,2,premium,3e6c017d-5eb0-4545-9cdc-bf408cfffe33,8000.0,,2024-03-18T06:36:06.099Z,2024-03-18T06:36:06.099Z,,"{'id': 'b134a25f-1bf8-43f1-93a8-6eafd99b0322', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-80.00', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': '52458694-d411-4395-beb5-2d15276bf297', 'transaction_id': 'T210Y9HZDY', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-16T19:09:05.284Z', 'plu_amount': '0.78431372', 'plu_rewarded_at': '2024-03-18T06:36:06.099Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-18T06:36:06.147Z', 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'created_at': '2024-03-18T05:44:19.341Z', 'updated_at': '2024-03-18T05:44:19.341Z', 'card_transactions': {'id': '52458694-d411-4395-beb5-2d15276bf297', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16341068', 'billing_amount': '80.00', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*adidas UK Limited', 'mcc': 5999, 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'api_response': {'CardId': 'V21003T77W', 'EventId': '2d513780-f418-4bf8-9401-d701ce27ff57', 'OrderId': '16341068', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-16T19:09:05+0000', 'ActivityId': 'X2100R5AMK', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*adidas UK Limited', 'BillingAmount': '80.00', 'VerifiedBy3DS': 'false', 'MCC': '5999', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '80.00', 'ActivityCreatedDate': '2024-03-16T19:09:05+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'cleanDescription': 'Adidas UK Limited', 'merchantName': 'Adidas', 'merchantCategories': ['sports_and_riding_apparel_stores'], 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.png', 'merchantLogo': 'https://storage.googleapis.com/heron-merchant-assets/logos/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.svg', 'merchantUrl': 'https://www.adidas.com/'}}, 'created_at': '2024-03-16T19:09:05.284Z', 'updated_at': '2024-03-16T19:09:05.284Z'}}"
ee78761c-4cc0-4cc6-9bbc-3f403216018d,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,0.58823529,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,00c97d95-8beb-434a-9c92-6aa6ef157e47,False,,3,2,premium,3e6c017d-5eb0-4545-9cdc-bf408cfffe33,6000.0,,2024-03-18T06:36:05.901Z,2024-03-18T06:36:05.901Z,,"{'id': '00c97d95-8beb-434a-9c92-6aa6ef157e47', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-60.00', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': 'e440383c-cc17-4779-8159-bc1cc10b2442', 'transaction_id': 'T210Y9HZDZ', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-16T19:08:51.090Z', 'plu_amount': '0.58823529', 'plu_rewarded_at': '2024-03-18T06:36:05.901Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-18T06:36:05.956Z', 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'created_at': '2024-03-18T05:44:19.415Z', 'updated_at': '2024-03-18T05:44:19.415Z', 'card_transactions': {'id': 'e440383c-cc17-4779-8159-bc1cc10b2442', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16341061', 'billing_amount': '60.00', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*adidas UK Limited', 'mcc': 5999, 'clean_description': 'Adidas UK Limited', 'merchant_detail_id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'api_response': {'CardId': 'V21003T77W', 'EventId': '2f0206cd-780d-44fb-bf68-9ce4d76588a7', 'OrderId': '16341061', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-16T19:08:50+0000', 'ActivityId': 'X2100R5AMC', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*adidas UK Limited', 'BillingAmount': '60.00', 'VerifiedBy3DS': 'false', 'MCC': '5999', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '60.00', 'ActivityCreatedDate': '2024-03-16T19:08:50+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_LwS5Rs6UF3WqDY4pVfDWyQ', 'cleanDescription': 'Adidas UK Limited', 'merchantName': 'Adidas', 'merchantCategories': ['sports_and_riding_apparel_stores'], 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.png', 'merchantLogo': 'https://storage.googleapis.com/heron-merchant-assets/logos/mrc_LwS5Rs6UF3WqDY4pVfDWyQ.svg', 'merchantUrl': 'https://www.adidas.com/'}}, 'created_at': '2024-03-16T19:08:51.090Z', 'updated_at': '2024-03-16T19:08:51.090Z'}}"
f77b3ba4-b1cc-458e-af11-8b3540401064,ef2343ae-18f5-4dd5-894c-d9ac7705b2ca,1.31990196,5,DAILY_REBATE_DISTRIBUTION,fiat_transactions,990fd461-fa42-4638-ad1d-3031c85ca630,False,,3,2,premium,af66341f-5863-4844-9afe-dfec1a0979fe,13463.0,,2024-03-18T06:36:05.113Z,2024-03-18T06:36:05.113Z,,"{'id': '990fd461-fa42-4638-ad1d-3031c85ca630', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'type': 'CARD_SETTLEMENT', 'status': 'SETTLED', 'fiat_amount': '-134.63', 'fiat_currency': 'GBP', 'reference_type': 'card_transactions', 'reference_id': '7f55258e-ca6c-406a-b08f-4509274e01a6', 'transaction_id': 'T210Y9HZE1', 'payment_id': None, 'collection_id': None, 'authorised_at': '2024-03-16T19:07:34.827Z', 'plu_amount': '1.31990196', 'plu_rewarded_at': '2024-03-18T06:36:05.113Z', 'reward_decline_reason': None, 'reward_processed_at': '2024-03-18T06:36:05.161Z', 'clean_description': 'Stockx Marketplace Nl', 'merchant_detail_id': 'mrc_ghegJRU3zEQ8er7DMnCn2p', 'created_at': '2024-03-18T05:44:19.562Z', 'updated_at': '2024-03-18T05:44:19.562Z', 'card_transactions': {'id': '7f55258e-ca6c-406a-b08f-4509274e01a6', 'user_id': 'ef2343ae-18f5-4dd5-894c-d9ac7705b2ca', 'account_id': 'A21CS349', 'card_id': 'V21003T77W', 'order_id': '16341026', 'billing_amount': '134.63', 'billing_currency': 'GBP', 'status': 'SETTLED', 'type': 'AUTHORISATION', 'description': 'CRV*StockX Marketplace NL', 'mcc': 5691, 'clean_description': 'Stockx Marketplace Nl', 'merchant_detail_id': 'mrc_ghegJRU3zEQ8er7DMnCn2p', 'api_response': {'CardId': 'V21003T77W', 'EventId': '44378c3c-0d42-4c24-a638-4a3c1d2cc9e8', 'OrderId': '16341026', 'AccountId': 'A21CS349', 'EventName': 'CARDAUTH', 'EventTime': '2024-03-16T19:07:34+0000', 'ActivityId': 'X2100R5AK9', 'ActivityType': 'AUTHORISATION', 'ActivityStatus': 'APPROVED', 'MerchantName': 'CRV*StockX Marketplace NL', 'BillingAmount': '134.63', 'VerifiedBy3DS': 'false', 'MCC': '5691', 'FxRate': '1.000000', 'BillingCurrency': 'GBP', 'MerchantCountry': 'GBR', 'TransactionAmount': '134.63', 'ActivityCreatedDate': '2024-03-16T19:07:34+0000', 'TransactionCurrency': 'GBP', 'TransactionType': 'CNP_ECOMM', 'InputMethod': 'CARD_ON_FILE', 'MerchantDetails': {'id': 'mrc_ghegJRU3zEQ8er7DMnCn2p', 'cleanDescription': 'Stockx Marketplace Nl', 'merchantName': 'Stockx', 'merchantIcon': 'https://storage.googleapis.com/heron-merchant-assets/icons/mrc_ghegJRU3zEQ8er7DMnCn2p.png', 'merchantLogo': 'https://storage.googleapis.com/heron-merchant-assets/logos/mrc_ghegJRU3zEQ8er7DMnCn2p.png', 'merchantUrl': 'http://stockx.com'}}, 'created_at': '2024-03-16T19:07:34.827Z', 'updated_at': '2024-03-16T19:07:34.827Z'}}"
